ID_ORIGEN;LISTA_CARGA;FECHA_INGRESO;FECHA_EMISION;TOT_LPN;TOT_UNI;FECHA_RECEPCION;DESTINO;DESC_ZONA;ESTADO;MNFST
70;5631665;2022-12-22 15:51:13.0;2022-12-22 16:38:04.0;217;2953;null;48;PORTAL COMERCIO ELECTRONICO CORONA;Emitida;'5631665',
70;5631668;2022-12-22 16:06:04.0;2022-12-22 16:07:45.0;5;1000;null;98;LA CALERA;Emitida;'5631668',
48;9790796;2022-12-22 17:12:05.0;null;2;6;null;0;SUCURSAL N-A;Generada;'9790796',
48;9790838;2022-12-23 09:03:03.0;null;1;1;null;0;SUCURSAL N-A;Generada;'9790838',
70;5631590;2022-12-23 09:12:23.0;2022-12-23 10:03:12.0;266;3796;null;50;MALL PUERTO MONTT;Emitida;'5631590',
70;5631587;2022-12-23 09:18:16.0;2022-12-23 09:25:17.0;352;4564;2022-12-27 11:23:06.0;9;BANDERA;Recepcionada;'5631587',
70;5631593;2022-12-23 09:27:06.0;2022-12-23 09:58:57.0;175;2410;null;25;PUERTO MONTT;Emitida;'5631593',
70;5631625;2022-12-23 10:03:13.0;2022-12-23 10:33:53.0;277;4056;2022-12-26 18:50:20.0;92;LA SERENA PASEO BALMACEDA;Recepcionada;'5631625',
70;5631595;2022-12-23 10:18:29.0;2022-12-23 10:21:39.0;398;7897;2022-12-27 11:35:11.0;15;CURICO;Recepcionada;'5631595',
70;5631596;2022-12-23 10:27:08.0;2022-12-23 10:29:48.0;577;8837;null;16;TALCA;Emitida;'5631596',
48;9790835;2022-12-23 10:36:02.0;2022-12-23 10:37:06.0;5;10;2022-12-26 13:28:37.0;60;VIÑA CENTRO;Recepcionada;'9790835',
70;5631630;2022-12-23 10:36:08.0;2022-12-23 10:41:49.0;464;6148;2022-12-26 21:56:18.0;4;LA SERENA;Recepcionada;'5631630',
70;5631638;2022-12-23 10:51:12.0;2022-12-23 10:52:36.0;436;6237;2022-12-26 13:16:10.0;60;VIÑA CENTRO;Recepcionada;'5631638',
70;5631597;2022-12-23 10:57:09.0;2022-12-23 11:04:43.0;517;6969;2022-12-27 10:09:53.0;24;OSORNO;Recepcionada;'5631597',
48;9790832;2022-12-23 11:06:03.0;null;4;8;null;8;PUENTE ALTO;Generada;'9790832',
48;9790833;2022-12-23 11:06:03.0;null;2;5;null;15;CURICO;Generada;'9790833',
48;9790836;2022-12-23 11:06:03.0;null;2;3;null;23;VALDIVIA;Generada;'9790836',
70;5631605;2022-12-23 11:12:17.0;2022-12-23 11:26:13.0;327;4557;null;58;COLINA;Emitida;'5631605',
70;5631588;2022-12-23 11:18:12.0;2022-12-23 11:20:16.0;319;4306;null;23;VALDIVIA;Emitida;'5631588',
70;5631592;2022-12-23 11:42:15.0;2022-12-23 12:13:31.0;291;4016;2022-12-26 17:17:19.0;52;SANTA CRUZ;Recepcionada;'5631592',
70;5631623;2022-12-23 11:51:18.0;2022-12-23 11:57:09.0;343;4881;2022-12-26 13:18:05.0;93;VIÑA DEL MAR;Recepcionada;'5631623',
70;5631633;2022-12-23 12:03:12.0;2022-12-23 12:18:53.0;278;4716;2022-12-26 09:49:58.0;42;RANCAGUA PLAZA AMERICA;Recepcionada;'5631633',
70;5631660;2022-12-23 12:12:18.0;2022-12-23 12:21:40.0;185;2448;2022-12-27 02:44:06.0;53;LA FLORIDA;Recepcionada;'5631660',
70;5631639;2022-12-23 12:33:10.0;2022-12-23 12:34:26.0;377;6069;2022-12-26 08:55:03.0;8;PUENTE ALTO;Recepcionada;'5631639',
70;5631659;2022-12-26 09:51:05.0;2022-12-26 10:06:56.0;149;2062;null;74;INDEPENDENCIA;Emitida;'5631659',
70;5631622;2022-12-26 09:51:08.0;2022-12-26 10:01:11.0;162;2284;2022-12-26 22:12:24.0;76;LOS ANDES;Recepcionada;'5631622',
70;5631699;2022-12-26 09:57:09.0;2022-12-26 10:06:01.0;398;5379;null;42;RANCAGUA PLAZA AMERICA;Emitida;'5631699',
70;5631664;2022-12-26 10:21:04.0;2022-12-26 10:25:42.0;200;2755;null;67;QUILLOTA;Emitida;'5631664',
70;5631667;2022-12-26 10:57:06.0;2022-12-26 12:53:41.0;238;3198;null;115;QUILPUE;Emitida;'5631667',
70;5631612;2022-12-26 11:33:12.0;2022-12-26 12:55:36.0;232;3365;null;3;CALAMA;Emitida;'5631612',
70;5631614;2022-12-26 12:06:10.0;2022-12-26 12:56:48.0;505;7391;null;2;ANTOFAGASTA;Emitida;'5631614',
70;5631566;2022-12-26 12:06:15.0;2022-12-26 12:57:32.0;317;4217;2022-12-26 21:26:54.0;77;TALAGANTE;Recepcionada;'5631566',
70;5631650;2022-12-26 13:18:20.0;2022-12-26 13:43:27.0;282;3840;null;82;CORONEL;Emitida;'5631650',
70;5631655;2022-12-26 13:51:09.0;2022-12-26 13:58:31.0;438;6116;2022-12-27 09:26:36.0;27;CONCEPCION;Recepcionada;'5631655',
70;5631576;2022-12-26 13:51:16.0;2022-12-26 13:53:00.0;466;6285;2022-12-27 10:05:12.0;5;VALPARAISO;Recepcionada;'5631576',
70;5631637;2022-12-26 14:03:08.0;2022-12-26 14:05:49.0;253;3616;null;63;SAN FERNANDO;Emitida;'5631637',
70;5631649;2022-12-26 15:33:14.0;2022-12-26 15:33:49.0;304;4204;2022-12-27 10:41:37.0;65;BUIN;Recepcionada;'5631649',
48;9790859;2022-12-26 15:57:05.0;null;5;5;null;23;VALDIVIA;Generada;'9790859',
48;9790860;2022-12-26 15:57:05.0;null;9;16;null;15;CURICO;Generada;'9790860',
70;5631669;2022-12-26 16:12:05.0;2022-12-26 16:13:10.0;90;1285;null;48;PORTAL COMERCIO ELECTRONICO CORONA;Emitida;'5631669',
48;9790858;2022-12-26 16:21:04.0;null;13;20;null;8;PUENTE ALTO;Generada;'9790858',
48;9790864;2022-12-26 16:27:02.0;null;17;22;null;60;VIÑA CENTRO;Generada;'9790864',
